onset,pitch,duration,staff
146.5,62,0.435,0.0
147.0,76,0.246,0.0
147.0,64,0.246,0.0
147.0,60,0.246,0.0
147.0,55,0.246,0.0
147.0,52,0.246,0.0
147.5,77,0.246,0.0
147.5,65,0.246,0.0
147.5,60,0.246,0.0
147.5,55,0.246,0.0
147.5,52,0.246,0.0
148.0,79,0.498,0.0
148.0,67,0.498,0.0
148.0,60,0.498,0.0
148.0,55,0.498,0.0
148.0,52,0.498,0.0
148.5,48,0.435,0.0
148.5,78,0.435,0.0
148.5,66,0.435,0.0
149.0,79,0.246,0.0
149.0,67,0.246,0.0
149.0,60,0.246,0.0
149.0,55,0.246,0.0
149.0,52,0.246,0.0
149.5,78,0.246,0.0
149.5,66,0.246,0.0
149.5,60,0.246,0.0
149.5,55,0.246,0.0
149.5,52,0.246,0.0
150.0,79,0.498,0.0
150.0,67,0.81,0.0
150.0,60,0.498,0.0
150.0,55,0.498,0.0
150.0,52,0.498,0.0
150.5,76,0.435,0.0
150.5,48,0.435,0.0
151.0,74,0.246,0.0
151.0,67,0.998,0.0
151.0,64,0.998,0.0
151.0,60,0.246,0.0
151.0,55,0.246,0.0
151.0,52,0.246,0.0
151.5,72,0.246,0.0
151.5,60,0.246,0.0
151.5,55,0.246,0.0
151.5,52,0.246,0.0
152.0,71,0.998,0.0
152.0,67,0.998,0.0
152.0,65,0.998,0.0
152.0,62,0.998,0.0
152.0,48,0.998,0.0
152.0,36,0.998,0.0
153.0,79,0.498,0.0
153.0,67,0.498,0.0
153.0,59,0.498,0.0
153.0,55,0.498,0.0
153.0,53,0.498,0.0
153.5,81,0.498,0.0
153.5,69,0.498,0.0
153.5,59,0.498,0.0
153.5,55,0.498,0.0
153.5,53,0.498,0.0
154.0,83,0.498,0.0
154.0,71,0.498,0.0
154.0,59,0.498,0.0
154.0,55,0.498,0.0
154.0,53,0.498,0.0
154.5,48,0.435,0.0
154.5,84,0.498,0.0
154.5,72,0.498,0.0
155.0,86,0.498,0.0
155.0,74,0.498,0.0
155.0,59,0.498,0.0
155.0,55,0.498,0.0
155.0,53,0.498,0.0
155.5,88,0.498,0.0
155.5,76,0.498,0.0
155.5,59,0.498,0.0
155.5,55,0.498,0.0
155.5,53,0.498,0.0
156.0,89,0.498,0.0
156.0,77,0.498,0.0
156.0,62,0.498,0.0
156.0,55,0.498,0.0
156.0,53,0.498,0.0
156.5,88,0.498,0.0
156.5,48,0.435,0.0
157.0,89,0.498,0.0
157.0,77,0.498,0.0
157.0,62,0.498,0.0
157.0,55,0.498,0.0
157.0,53,0.498,0.0
157.5,88,0.498,0.0
157.5,76,0.498,0.0
157.5,62,0.498,0.0
157.5,55,0.498,0.0
157.5,53,0.498,0.0
158.0,89,0.498,0.0
158.0,77,0.498,0.0
158.0,62,0.498,0.0
158.0,55,0.498,0.0
158.0,53,0.498,0.0
158.5,48,0.435,0.0
158.5,86,0.498,0.0
158.5,74,0.498,0.0
159.0,84,0.498,0.0
159.0,72,0.498,0.0
159.0,62,0.498,0.0
159.0,55,0.498,0.0
159.0,53,0.498,0.0
159.5,83,0.435,0.0
159.5,71,0.435,0.0
159.5,62,0.498,0.0
159.5,55,0.498,0.0
159.5,53,0.498,0.0
160.0,84,0.498,0.0
160.0,72,0.498,0.0
160.0,60,0.498,0.0
160.0,55,0.498,0.0
160.0,52,0.498,0.0
160.5,72,0.246,0.0
161.0,67,0.246,0.0
161.0,55,0.246,0.0
161.5,71,0.246,0.0
161.5,59,0.246,0.0
162.0,72,0.246,0.0
162.0,60,0.246,0.0
162.5,72,0.246,0.0
163.0,69,0.246,0.0
163.0,57,0.246,0.0
163.0,45,0.246,0.0
163.5,73,0.246,0.0
163.5,61,0.246,0.0
163.5,49,0.246,0.0
164.0,74,0.246,0.0
164.0,62,0.246,0.0
164.0,50,0.246,0.0
164.5,74,0.246,0.0
165.0,69,0.246,0.0
165.0,57,0.246,0.0
165.5,73,0.246,0.0
165.5,61,0.246,0.0
166.0,74,0.246,0.0
166.0,62,0.246,0.0
166.5,74,0.246,0.0
167.0,71,0.246,0.0
167.0,59,0.246,0.0
167.0,47,0.246,0.0
167.5,75,0.246,0.0
167.5,63,0.246,0.0
