onset,pitch,duration,staff
118.75,87,0.248,0.0
119.0,83,0.248,0.0
119.0,79,0.248,0.0
119.0,75,0.248,0.0
119.0,55,0.9,0.0
119.0,43,0.9,0.0
119.25,87,0.248,0.0
119.5,75,0.248,0.0
119.5,83,0.248,0.0
119.5,79,0.248,0.0
119.75,87,0.225,0.0
120.0,75,0.248,0.0
120.0,84,0.248,0.0
120.0,79,0.248,0.0
120.0,48,0.998,0.0
120.0,60,0.998,0.0
120.25,87,0.248,0.0
120.5,84,0.248,0.0
120.5,79,0.248,0.0
120.5,75,0.248,0.0
120.75,87,0.248,0.0
121.0,84,0.248,0.0
121.0,79,0.248,0.0
121.0,75,0.248,0.0
121.0,63,0.998,0.0
121.0,51,0.998,0.0
121.25,87,0.248,0.0
121.5,75,0.248,0.0
121.5,84,0.248,0.0
121.5,79,0.248,0.0
121.75,87,0.248,0.0
122.0,84,0.248,0.0
122.0,79,0.248,0.0
122.0,75,0.248,0.0
122.0,67,0.9,0.0
122.0,55,0.9,0.0
122.25,87,0.248,0.0
122.5,84,0.248,0.0
122.5,79,0.248,0.0
122.5,75,0.248,0.0
122.75,87,0.225,0.0
123.0,75,0.248,0.0
123.0,84,0.248,0.0
123.0,79,0.248,0.0
123.0,48,1.998,0.0
123.0,60,1.998,0.0
123.25,87,0.248,0.0
123.5,84,0.248,0.0
123.5,79,0.248,0.0
123.5,75,0.248,0.0
123.75,87,0.248,0.0
124.0,84,0.248,0.0
124.0,79,0.248,0.0
124.0,75,0.248,0.0
124.25,87,0.248,0.0
124.5,39,0.248,0.0
124.5,75,0.248,0.0
124.5,84,0.248,0.0
124.5,79,0.248,0.0
124.75,87,0.248,0.0
124.75,51,0.225,0.0
125.0,85,0.248,0.0
125.0,79,0.248,0.0
125.0,75,0.248,0.0
125.0,67,0.9,0.0
125.0,61,0.9,0.0
125.0,58,0.9,0.0
125.25,87,0.248,0.0
125.5,85,0.248,0.0
125.5,79,0.248,0.0
125.5,75,0.248,0.0
125.75,87,0.225,0.0
126.0,75,0.248,0.0
126.0,84,0.248,0.0
126.0,80,0.248,0.0
126.0,56,0.498,0.0
126.0,44,0.498,0.0
126.25,87,0.248,0.0
126.5,75,0.248,0.0
126.5,84,0.248,0.0
126.5,80,0.248,0.0
126.5,60,0.498,0.0
126.5,68,0.498,0.0
126.5,63,0.498,0.0
126.75,87,0.248,0.0
127.0,84,0.248,0.0
127.0,80,0.248,0.0
127.0,75,0.248,0.0
127.0,63,0.498,0.0
127.0,60,0.498,0.0
127.0,56,0.498,0.0
127.25,87,0.248,0.0
127.5,84,0.248,0.0
127.5,80,0.248,0.0
127.5,75,0.248,0.0
127.5,63,0.498,0.0
127.5,60,0.498,0.0
127.5,56,0.498,0.0
127.75,87,0.248,0.0
128.0,75,0.248,0.0
128.0,84,0.248,0.0
128.0,80,0.248,0.0
128.0,60,0.498,0.0
128.0,56,0.498,0.0
128.0,63,0.498,0.0
128.25,87,0.248,0.0
128.5,84,0.248,0.0
128.5,80,0.248,0.0
128.5,75,0.248,0.0
128.5,63,0.45,0.0
128.5,60,0.45,0.0
128.5,56,0.45,0.0
128.75,87,0.225,0.0
129.0,84,0.248,0.0
129.0,76,0.248,0.0
129.0,54,0.498,0.0
129.0,42,0.498,0.0
129.25,88,0.248,0.0
129.5,82,0.248,0.0
129.5,76,0.248,0.0
129.5,58,0.498,0.0
129.5,55,0.498,0.0
129.5,64,0.498,0.0
129.5,60,0.498,0.0
129.75,88,0.248,0.0
130.0,81,0.248,0.0
130.0,76,0.248,0.0
130.0,58,0.498,0.0
130.0,55,0.498,0.0
130.0,64,0.498,0.0
130.0,60,0.498,0.0
130.25,88,0.248,0.0
130.5,82,0.248,0.0
130.5,76,0.248,0.0
130.5,58,0.498,0.0
130.5,55,0.498,0.0
130.5,64,0.498,0.0
130.5,60,0.498,0.0
130.75,88,0.248,0.0
131.0,84,0.248,0.0
131.0,76,0.248,0.0
131.0,58,0.498,0.0
131.0,55,0.498,0.0
131.0,64,0.498,0.0
131.0,60,0.498,0.0
131.25,88,0.248,0.0
131.5,82,0.248,0.0
131.5,76,0.248,0.0
131.5,58,0.45,0.0
131.5,55,0.45,0.0
131.5,64,0.45,0.0
131.5,60,0.45,0.0
131.75,88,0.225,0.0
132.0,89,0.998,0.0
132.0,81,0.998,0.0
132.0,77,0.998,0.0
132.0,65,0.498,0.0
132.0,60,0.498,0.0
132.0,57,0.498,0.0
132.0,53,0.498,0.0
132.5,60,0.498,0.0
133.0,79,1.498,0.0
133.0,57,0.498,0.0
133.5,60,0.498,0.0
134.0,57,0.498,0.0
134.5,77,0.45,0.0
134.5,60,0.45,0.0
135.0,76,0.998,0.0
135.0,57,0.498,0.0
135.5,60,0.498,0.0
136.0,77,1.498,0.0
136.0,57,0.498,0.0
136.5,60,0.498,0.0
137.0,57,0.498,0.0
137.5,75,0.45,0.0
137.5,60,0.45,0.0
138.0,72,0.998,0.0
138.0,41,0.5,0.0
138.5,57,0.498,0.0
139.0,87,1.498,0.0
139.0,53,0.498,0.0
